_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
671f956850538de2c251184f,,142.16,100,142.16,68.15,51;0;0;0,words,10,-1,1,4.31,0,0.66,false,false,english,none,normal,false,false,false,,1730123112000
671f951850538de2c25112d2,,122.16,100,122.16,77.63,50;0;0;0,words,10,-1,1,4.91,0,1.51,false,false,english,none,normal,false,false,false,,1730123032000
671f950f50538de2c2511231,,112.94,100,112.94,82.58,45;0;0;0,words,10,-1,2,4.78,0,3.3,false,false,english,none,normal,false,false,false,,1730123023000
671f950050538de2c251113d,true,82.62,97.26,82.62,70.37,71;0;0;0,words,10,-1,2,10.31,0,2.28,false,false,english_doubleletter,none,normal,false,false,false,,1730123008000
671f94ef50538de2c2511017,true,81.92,96.92,81.92,66.83,63;0;0;0,words,10,-1,3,9.23,0,3.27,false,false,english_doubleletter,none,normal,false,false,false,,1730122991000
671f94de50538de2c2510ee5,true,79,97.47,79,71.17,76;0;0;0,words,10,-1,4,11.54,0,14.31,false,false,english_doubleletter,none,normal,false,false,false,,1730122974000
671f94b550538de2c2510be5,,123.79,100,123.79,81.66,57;0;0;0,words,10,-1,1,5.53,0,2.15,false,false,english_1k,none,normal,false,false,false,,1730122933000
671f94aa50538de2c2510b29,,129.36,98.04,140.6,68.15,46;0;0;1,words,10,-1,2,4.27,0,4.75,false,false,english_1k,none,normal,false,false,false,,1730122922000
671aa63a50538de2c2216091,,95.69,98.31,102.65,76.78,55;0;0;1,words,10,-1,4,6.9,0,13.43,false,false,english_1k,none,normal,false,false,false,,1729799738000
671aa18850538de2c221253c,,101.03,92.98,101.03,39.04,53;0;0;0,words,10,-1,5,6.3,0,10.13,false,false,english_1k,none,normal,false,false,false,,1729798536000
671aa15d50538de2c22122e2,,130.4,100,130.4,83.17,54;0;0;0,words,10,-1,0,4.97,0,0,false,false,english_1k,none,normal,false,false,false,,1729798493000
671a620350538de2c21cca61,,110.19,100,110.19,86.77,60;0;0;0,words,10,-1,0,6.53,0,0,false,false,english_1k,none,normal,false,false,false,,1729782275000
671a61fb50538de2c21cc9c5,,115.83,100,115.83,84.35,54;0;0;0,words,10,-1,0,5.59,0,0,false,false,english_1k,none,normal,false,false,false,,1729782267000
671a61f450538de2c21cc954,,112.35,100,112.35,87.94,64;0;0;0,words,10,-1,1,6.84,0,1.5,false,false,english_1k,none,normal,false,false,false,,1729782260000
671a61d650538de2c21cc6f8,,116.89,98.31,116.89,85.48,58;0;0;0,words,10,-1,1,5.95,0,3.94,false,false,english_1k,none,normal,false,false,false,,1729782230000
671a48e150538de2c21afe23,,120.4,100,120.4,64.34,52;0;0;0,words,10,-1,5,5.18,0,9.57,false,false,english,none,normal,false,false,false,,1729775841000
671910e950538de2c20cb6c0,,123.44,100,123.44,55.52,53;0;0;0,words,10,-1,0,5.15,0,0,false,false,english,none,normal,false,false,false,,1729695977000
671910e350538de2c20cb633,,115.03,100,115.03,61.67,49;0;0;0,words,10,-1,0,5.11,0,0,false,false,english,none,normal,false,false,false,,1729695971000
671910dc50538de2c20cb59f,,138.33,100,138.33,92.12,53;0;0;0,words,10,-1,1,4.6,0,5.73,false,false,english,none,normal,false,false,false,,1729695964000
6717b00050538de2c2fb59c4,,139.87,100,139.87,89.5,46;0;0;0,words,10,-1,0,3.95,0,0,false,false,english,none,normal,false,false,false,,1729605632000
6717aff550538de2c2fb58e6,,148.13,100,148.13,64.18,51;0;0;0,words,10,-1,3,4.13,0,4.68,false,false,english,none,normal,false,false,false,,1729605621000
6716b2c750538de2c2f0c8ac,,149.48,100,149.48,91.06,49;0;0;0,words,10,-1,0,3.93,0,0,false,false,english,none,normal,false,false,false,,1729540807000
6716b2c050538de2c2f0c86e,,114.02,100,114.02,78.3,56;0;0;0,words,10,-1,9,5.89,0,18.2,false,false,english,none,normal,false,false,false,,1729540800000
6716b29450538de2c2f0c647,,150.73,100,150.73,94.86,47;0;0;0,words,10,-1,3,3.74,0,5.58,false,false,english,none,normal,false,false,false,,1729540756000
6712fbd8da330b33d212e6b6,,98.47,98.51,98.47,70.69,65;0;0;0,words,10,-1,0,7.92,0,0,false,false,english_1k,none,normal,false,false,false,,1729297368000
6712fbcfda330b33d212e678,,104.38,95.52,104.38,70.79,64;0;0;0,words,10,-1,0,7.36,0,0,false,false,english_1k,none,normal,false,false,false,,1729297359000
6712fbc6da330b33d212e63d,,118.64,100,118.64,78.5,55;0;0;0,words,10,-1,0,5.56,0,0,false,false,english_1k,none,normal,false,false,false,,1729297350000
670e7f453b43e6c05d082bea,,94.72,96.83,94.72,65.31,61;0;0;0,words,10,-1,0,7.73,0,0,false,false,english_1k,none,normal,false,false,false,,1729003333000
670e7f3c3b43e6c05d082b32,,118.94,94.92,132.41,74.8,53;2;0;0,words,10,-1,1,5.35,0,2.9,false,false,english_1k,none,normal,false,false,false,,1729003324000
670d3c463b43e6c05df9684f,,98.02,93.88,109.16,53.48,44;2;0;0,words,10,-1,3,5.39,0,6.25,false,false,english_1k,none,normal,false,false,false,,1728920646000
670d3c363b43e6c05df9674c,,105.18,100,105.18,83.31,52;0;0;0,words,10,-1,1,5.93,0,1.89,false,false,english_1k,none,normal,false,false,false,,1728920630000
670d38ba3b43e6c05df92d1c,,79.45,95.83,79.45,61.99,296;0;0;0,quote,2525,1,3,44.71,0,5.35,false,false,english,none,normal,false,false,false,,1728919738000
670d327b3b43e6c05df8c54e,,131.77,100,131.77,68.68,48;0;0;0,words,10,-1,5,4.37,0,13.88,false,false,english,none,normal,false,false,false,,1728918139000
670d32543b43e6c05df8c306,,117.22,100,117.22,79.66,54;0;0;0,words,10,-1,0,5.53,0,0,false,false,english,none,normal,false,false,false,,1728918100000
670d323e3b43e6c05df8c1c2,,137.26,100,137.26,88.5,64;0;0;0,quote,1,0,0,5.6,0,0,false,false,english,none,normal,false,false,false,,1728918078000
670965323b43e6c05dd43d85,,103.59,99.09,103.59,77.67,109;0;0;0,quote,5793,1,0,12.63,0,0,false,false,english,none,normal,false,false,false,,1728668978000
670965153b43e6c05dd43be3,,120.79,100,120.79,84.24,99;0;0;0,quote,5384,0,2,9.84,0,3.44,false,false,english,none,normal,false,false,false,,1728668949000
670964dc3b43e6c05dd4388e,,136.33,100,136.33,74.97,73;0;0;0,quote,207,0,1,6.43,0,3.92,false,false,english,none,normal,false,false,false,,1728668892000
670964c63b43e6c05dd43748,,109.83,99.15,109.83,81.38,116;0;0;0,quote,6193,1,3,12.67,0,21.28,false,false,english,none,normal,false,false,false,,1728668870000
6709649f3b43e6c05dd434d4,,99.84,97.44,99.84,72.03,76;0;0;0,quote,4499,0,2,9.13,0,2.16,false,false,english,none,normal,false,false,false,,1728668831000
6709644d3b43e6c05dd42fe7,,136.51,100,136.51,87.82,54;0;0;0,words,10,-1,3,4.75,0,5.97,false,false,english,none,normal,false,false,false,,1728668749000
670961c93b43e6c05dd40a2e,,144.67,100,144.67,84.45,46;0;0;0,words,10,-1,0,3.82,0,0,false,false,english,none,normal,false,false,false,,1728668105000
670961c23b43e6c05dd409bc,,126.52,100,126.52,86.6,49;0;0;0,words,10,-1,0,4.65,0,0,false,false,english,none,normal,false,false,false,,1728668098000
670961be3b43e6c05dd40963,,118,97.87,118,60.34,46;0;0;0,words,10,-1,0,4.68,0,0,false,false,english,none,normal,false,false,false,,1728668094000
67088d1b3b43e6c05dc9e3d6,,106.37,96.15,115.42,72,47;1;0;0,words,10,-1,6,5.3,0,8.52,false,false,english,none,normal,false,false,false,,1728613659000
67088d073b43e6c05dc9e320,,148.61,100,148.61,88.09,45;0;0;0,words,10,-1,1,3.63,0,0.74,false,false,english,none,normal,false,false,false,,1728613639000
67088d013b43e6c05dc9e2f0,,125.56,100,125.56,76.12,47;0;0;0,words,10,-1,1,4.49,0,2.17,false,false,english,none,normal,false,false,false,,1728613633000
67082d833b43e6c05dc67c0f,,127.47,100,127.47,72.66,51;0;0;0,words,10,-1,2,4.8,0,6.8,false,false,english,none,normal,false,false,false,,1728589187000
